iter	Passed	Remaining
1664	243342	19730
1665	243487	19584
1666	243640	19438
1667	243774	19291
1668	243916	19145
1669	244061	18998
1670	244212	18853
1671	244373	18708
1672	244523	18562
1673	244665	18415
1674	244813	18269
1675	244954	18123
1676	245108	17977
1677	245305	17835
1678	245440	17688
1679	245581	17541
1680	245723	17395
1681	245876	17249
1682	246025	17103
1683	246161	16956
1684	246307	16810
1685	246465	16664
1686	246606	16518
1687	246757	16372
1688	246893	16225
1689	247042	16079
1690	247186	15933
1691	247323	15786
1692	247462	15639
1693	247604	15493
1694	247755	15347
1695	247905	15201
1696	248039	15054
1697	248187	14908
1698	248336	14762
1699	248475	14616
1700	248627	14470
1701	248764	14323
1702	248904	14177
1703	249045	14030
1704	249189	13884
1705	249330	13738
1706	249472	13591
1707	249623	13445
1708	249764	13299
1709	249912	13153
1710	250065	13007
1711	250203	12860
1712	250346	12714
1713	250496	12568
1714	250641	12422
1715	250778	12275
1716	250933	12130
1717	251080	11984
1718	251217	11837
1719	251358	11691
1720	251509	11545
1721	251647	11398
1722	251790	11252
1723	251937	11106
1724	252081	10960
1725	252220	10813
1726	252378	10667
1727	252527	10521
1728	252661	10375
1729	252806	10229
1730	252947	10082
1731	253089	9936
1732	253244	9790
1733	253390	9644
1734	253540	9498
1735	253678	9352
1736	253826	9206
1737	253970	9059
1738	254106	8913
1739	254252	8767
1740	254397	8621
1741	254551	8475
1742	254694	8329
1743	254837	8182
1744	254989	8036
1745	255128	7890
1746	255278	7744
1747	255439	7598
1748	255586	7452
1749	255738	7306
1750	255876	7160
1751	256016	7014
1752	256166	6868
1753	256301	6721
1754	256446	6575
1755	256599	6429
1756	256739	6283
1757	256876	6136
1758	257015	5990
1759	257159	5844
1760	257309	5698
1761	257462	5552
1762	257601	5406
1763	257749	5260
1764	257899	5114
1765	258041	4967
1766	258186	4821
1767	258330	4675
1768	258479	4529
1769	258630	4383
1770	258764	4237
1771	258910	4091
1772	259055	3945
1773	259193	3798
1774	259345	3652
1775	259486	3506
1776	259629	3360
1777	259772	3214
1778	259914	3068
1779	260067	2922
1780	260203	2775
1781	260344	2629
1782	260512	2483
1783	260648	2337
1784	260789	2191
1785	260930	2045
1786	261084	1899
1787	261227	1753
1788	261364	1607
1789	261503	1460
1790	261640	1314
1791	261782	1168
1792	261934	1022
1793	262072	876
1794	262211	730
1795	262363	584
1796	262503	438
1797	262654	292
1798	262788	146
1799	262929	0
